Threshold, n_features, performance_score
Thresh=0.0000, n=2086, Accuracy: 0.849
Thresh=0.0000, n=2086, Precision: 0.082
Thresh=0.0000, n=2086, Recall: 0.844
Thresh=0.0000, n=2086, F1 score: 0.149
Thresh=0.0000, n=2086, AUROC score: 0.846
Thresh=0.0001, n=505, Accuracy: 0.865
Thresh=0.0001, n=505, Precision: 0.086
Thresh=0.0001, n=505, Recall: 0.781
Thresh=0.0001, n=505, F1 score: 0.154
Thresh=0.0001, n=505, AUROC score: 0.824
Thresh=0.0002, n=501, Accuracy: 0.870
Thresh=0.0002, n=501, Precision: 0.088
Thresh=0.0002, n=501, Recall: 0.781
Thresh=0.0002, n=501, F1 score: 0.159
Thresh=0.0002, n=501, AUROC score: 0.826
Thresh=0.0003, n=492, Accuracy: 0.863
Thresh=0.0003, n=492, Precision: 0.084
Thresh=0.0003, n=492, Recall: 0.781
Thresh=0.0003, n=492, F1 score: 0.152
Thresh=0.0003, n=492, AUROC score: 0.823
Thresh=0.0004, n=472, Accuracy: 0.860
Thresh=0.0004, n=472, Precision: 0.083
Thresh=0.0004, n=472, Recall: 0.781
Thresh=0.0004, n=472, F1 score: 0.149
Thresh=0.0004, n=472, AUROC score: 0.821
Thresh=0.0005, n=455, Accuracy: 0.859
Thresh=0.0005, n=455, Precision: 0.082
Thresh=0.0005, n=455, Recall: 0.781
Thresh=0.0005, n=455, F1 score: 0.148
Thresh=0.0005, n=455, AUROC score: 0.821
Thresh=0.0006, n=421, Accuracy: 0.867
Thresh=0.0006, n=421, Precision: 0.087
Thresh=0.0006, n=421, Recall: 0.781
Thresh=0.0006, n=421, F1 score: 0.156
Thresh=0.0006, n=421, AUROC score: 0.825
Thresh=0.0007, n=391, Accuracy: 0.871
Thresh=0.0007, n=391, Precision: 0.086
Thresh=0.0007, n=391, Recall: 0.750
Thresh=0.0007, n=391, F1 score: 0.155
Thresh=0.0007, n=391, AUROC score: 0.812
Thresh=0.0008, n=367, Accuracy: 0.868
Thresh=0.0008, n=367, Precision: 0.087
Thresh=0.0008, n=367, Recall: 0.781
Thresh=0.0008, n=367, F1 score: 0.157
Thresh=0.0008, n=367, AUROC score: 0.826
Thresh=0.0009, n=351, Accuracy: 0.872
Thresh=0.0009, n=351, Precision: 0.090
Thresh=0.0009, n=351, Recall: 0.781
Thresh=0.0009, n=351, F1 score: 0.161
Thresh=0.0009, n=351, AUROC score: 0.827
Thresh=0.0010, n=326, Accuracy: 0.875
Thresh=0.0010, n=326, Precision: 0.092
Thresh=0.0010, n=326, Recall: 0.781
Thresh=0.0010, n=326, F1 score: 0.164
Thresh=0.0010, n=326, AUROC score: 0.829
Thresh=0.0011, n=306, Accuracy: 0.877
Thresh=0.0011, n=306, Precision: 0.093
Thresh=0.0011, n=306, Recall: 0.781
Thresh=0.0011, n=306, F1 score: 0.166
Thresh=0.0011, n=306, AUROC score: 0.830
Thresh=0.0012, n=281, Accuracy: 0.872
Thresh=0.0012, n=281, Precision: 0.093
Thresh=0.0012, n=281, Recall: 0.812
Thresh=0.0012, n=281, F1 score: 0.167
Thresh=0.0012, n=281, AUROC score: 0.843
Thresh=0.0013, n=265, Accuracy: 0.880
Thresh=0.0013, n=265, Precision: 0.092
Thresh=0.0013, n=265, Recall: 0.750
Thresh=0.0013, n=265, F1 score: 0.164
Thresh=0.0013, n=265, AUROC score: 0.816
Thresh=0.0014, n=248, Accuracy: 0.876
Thresh=0.0014, n=248, Precision: 0.093
Thresh=0.0014, n=248, Recall: 0.781
Thresh=0.0014, n=248, F1 score: 0.166
Thresh=0.0014, n=248, AUROC score: 0.829
Thresh=0.0015, n=234, Accuracy: 0.867
Thresh=0.0015, n=234, Precision: 0.087
Thresh=0.0015, n=234, Recall: 0.781
Thresh=0.0015, n=234, F1 score: 0.156
Thresh=0.0015, n=234, AUROC score: 0.825
Thresh=0.0016, n=223, Accuracy: 0.876
Thresh=0.0016, n=223, Precision: 0.092
Thresh=0.0016, n=223, Recall: 0.781
Thresh=0.0016, n=223, F1 score: 0.165
Thresh=0.0016, n=223, AUROC score: 0.829
Thresh=0.0017, n=211, Accuracy: 0.877
Thresh=0.0017, n=211, Precision: 0.090
Thresh=0.0017, n=211, Recall: 0.750
Thresh=0.0017, n=211, F1 score: 0.161
Thresh=0.0017, n=211, AUROC score: 0.814
Thresh=0.0018, n=203, Accuracy: 0.880
Thresh=0.0018, n=203, Precision: 0.092
Thresh=0.0018, n=203, Recall: 0.750
Thresh=0.0018, n=203, F1 score: 0.164
Thresh=0.0018, n=203, AUROC score: 0.816
Thresh=0.0019, n=194, Accuracy: 0.875
Thresh=0.0019, n=194, Precision: 0.089
Thresh=0.0019, n=194, Recall: 0.750
Thresh=0.0019, n=194, F1 score: 0.159
Thresh=0.0019, n=194, AUROC score: 0.814
Thresh=0.0020, n=181, Accuracy: 0.867
Thresh=0.0020, n=181, Precision: 0.087
Thresh=0.0020, n=181, Recall: 0.781
Thresh=0.0020, n=181, F1 score: 0.156
Thresh=0.0020, n=181, AUROC score: 0.825
Thresh=0.0021, n=173, Accuracy: 0.877
Thresh=0.0021, n=173, Precision: 0.090
Thresh=0.0021, n=173, Recall: 0.750
Thresh=0.0021, n=173, F1 score: 0.161
Thresh=0.0021, n=173, AUROC score: 0.814
Thresh=0.0022, n=164, Accuracy: 0.873
Thresh=0.0022, n=164, Precision: 0.087
Thresh=0.0022, n=164, Recall: 0.750
Thresh=0.0022, n=164, F1 score: 0.156
Thresh=0.0022, n=164, AUROC score: 0.812
Thresh=0.0023, n=156, Accuracy: 0.872
Thresh=0.0023, n=156, Precision: 0.087
Thresh=0.0023, n=156, Recall: 0.750
Thresh=0.0023, n=156, F1 score: 0.156
Thresh=0.0023, n=156, AUROC score: 0.812
Thresh=0.0024, n=147, Accuracy: 0.871
Thresh=0.0024, n=147, Precision: 0.083
Thresh=0.0024, n=147, Recall: 0.719
Thresh=0.0024, n=147, F1 score: 0.149
Thresh=0.0024, n=147, AUROC score: 0.796
Thresh=0.0025, n=137, Accuracy: 0.859
Thresh=0.0025, n=137, Precision: 0.079
Thresh=0.0025, n=137, Recall: 0.750
Thresh=0.0025, n=137, F1 score: 0.143
Thresh=0.0025, n=137, AUROC score: 0.805
Thresh=0.0026, n=126, Accuracy: 0.846
Thresh=0.0026, n=126, Precision: 0.073
Thresh=0.0026, n=126, Recall: 0.750
Thresh=0.0026, n=126, F1 score: 0.133
Thresh=0.0026, n=126, AUROC score: 0.799
Thresh=0.0027, n=122, Accuracy: 0.843
Thresh=0.0027, n=122, Precision: 0.072
Thresh=0.0027, n=122, Recall: 0.750
Thresh=0.0027, n=122, F1 score: 0.131
Thresh=0.0027, n=122, AUROC score: 0.797
Thresh=0.0028, n=116, Accuracy: 0.841
Thresh=0.0028, n=116, Precision: 0.073
Thresh=0.0028, n=116, Recall: 0.781
Thresh=0.0028, n=116, F1 score: 0.134
Thresh=0.0028, n=116, AUROC score: 0.812
Thresh=0.0029, n=110, Accuracy: 0.835
Thresh=0.0029, n=110, Precision: 0.068
Thresh=0.0029, n=110, Recall: 0.750
Thresh=0.0029, n=110, F1 score: 0.125
Thresh=0.0029, n=110, AUROC score: 0.793
Thresh=0.0030, n=108, Accuracy: 0.841
Thresh=0.0030, n=108, Precision: 0.071
Thresh=0.0030, n=108, Recall: 0.750
Thresh=0.0030, n=108, F1 score: 0.129
Thresh=0.0030, n=108, AUROC score: 0.796
Thresh=0.0031, n=103, Accuracy: 0.843
Thresh=0.0031, n=103, Precision: 0.074
Thresh=0.0031, n=103, Recall: 0.781
Thresh=0.0031, n=103, F1 score: 0.135
Thresh=0.0031, n=103, AUROC score: 0.813
Thresh=0.0032, n=100, Accuracy: 0.834
Thresh=0.0032, n=100, Precision: 0.070
Thresh=0.0032, n=100, Recall: 0.781
Thresh=0.0032, n=100, F1 score: 0.129
Thresh=0.0032, n=100, AUROC score: 0.808
Thresh=0.0033, n=94, Accuracy: 0.851
Thresh=0.0033, n=94, Precision: 0.070
Thresh=0.0033, n=94, Recall: 0.688
Thresh=0.0033, n=94, F1 score: 0.127
Thresh=0.0033, n=94, AUROC score: 0.771
Thresh=0.0034, n=92, Accuracy: 0.851
Thresh=0.0034, n=92, Precision: 0.075
Thresh=0.0034, n=92, Recall: 0.750
Thresh=0.0034, n=92, F1 score: 0.137
Thresh=0.0034, n=92, AUROC score: 0.801
Thresh=0.0035, n=87, Accuracy: 0.841
Thresh=0.0035, n=87, Precision: 0.068
Thresh=0.0035, n=87, Recall: 0.719
Thresh=0.0035, n=87, F1 score: 0.125
Thresh=0.0035, n=87, AUROC score: 0.781
Thresh=0.0036, n=80, Accuracy: 0.833
Thresh=0.0036, n=80, Precision: 0.062
Thresh=0.0036, n=80, Recall: 0.688
Thresh=0.0036, n=80, F1 score: 0.115
Thresh=0.0036, n=80, AUROC score: 0.761
Thresh=0.0037, n=72, Accuracy: 0.852
Thresh=0.0037, n=72, Precision: 0.075
Thresh=0.0037, n=72, Recall: 0.750
Thresh=0.0037, n=72, F1 score: 0.137
Thresh=0.0037, n=72, AUROC score: 0.802
Thresh=0.0038, n=64, Accuracy: 0.861
Thresh=0.0038, n=64, Precision: 0.086
Thresh=0.0038, n=64, Recall: 0.812
Thresh=0.0038, n=64, F1 score: 0.155
Thresh=0.0038, n=64, AUROC score: 0.837
Thresh=0.0039, n=61, Accuracy: 0.858
Thresh=0.0039, n=61, Precision: 0.084
Thresh=0.0039, n=61, Recall: 0.812
Thresh=0.0039, n=61, F1 score: 0.152
Thresh=0.0039, n=61, AUROC score: 0.836
Thresh=0.0040, n=56, Accuracy: 0.872
Thresh=0.0040, n=56, Precision: 0.087
Thresh=0.0040, n=56, Recall: 0.750
Thresh=0.0040, n=56, F1 score: 0.156
Thresh=0.0040, n=56, AUROC score: 0.812
Thresh=0.0041, n=52, Accuracy: 0.881
Thresh=0.0041, n=52, Precision: 0.093
Thresh=0.0041, n=52, Recall: 0.750
Thresh=0.0041, n=52, F1 score: 0.166
Thresh=0.0041, n=52, AUROC score: 0.817
Thresh=0.0042, n=49, Accuracy: 0.879
Thresh=0.0042, n=49, Precision: 0.092
Thresh=0.0042, n=49, Recall: 0.750
Thresh=0.0042, n=49, F1 score: 0.163
Thresh=0.0042, n=49, AUROC score: 0.816
Thresh=0.0043, n=48, Accuracy: 0.867
Thresh=0.0043, n=48, Precision: 0.084
Thresh=0.0043, n=48, Recall: 0.750
Thresh=0.0043, n=48, F1 score: 0.150
Thresh=0.0043, n=48, AUROC score: 0.809
Thresh=0.0044, n=46, Accuracy: 0.876
Thresh=0.0044, n=46, Precision: 0.089
Thresh=0.0044, n=46, Recall: 0.750
Thresh=0.0044, n=46, F1 score: 0.159
Thresh=0.0044, n=46, AUROC score: 0.814
Thresh=0.0045, n=42, Accuracy: 0.882
Thresh=0.0045, n=42, Precision: 0.097
Thresh=0.0045, n=42, Recall: 0.781
Thresh=0.0045, n=42, F1 score: 0.172
Thresh=0.0045, n=42, AUROC score: 0.832
Thresh=0.0046, n=37, Accuracy: 0.876
Thresh=0.0046, n=37, Precision: 0.089
Thresh=0.0046, n=37, Recall: 0.750
Thresh=0.0046, n=37, F1 score: 0.159
Thresh=0.0046, n=37, AUROC score: 0.814
Thresh=0.0047, n=34, Accuracy: 0.870
Thresh=0.0047, n=34, Precision: 0.089
Thresh=0.0047, n=34, Recall: 0.781
Thresh=0.0047, n=34, F1 score: 0.159
Thresh=0.0047, n=34, AUROC score: 0.827
Thresh=0.0048, n=30, Accuracy: 0.874
Thresh=0.0048, n=30, Precision: 0.085
Thresh=0.0048, n=30, Recall: 0.719
Thresh=0.0048, n=30, F1 score: 0.152
Thresh=0.0048, n=30, AUROC score: 0.797
Thresh=0.0049, n=30, Accuracy: 0.884
Thresh=0.0049, n=30, Precision: 0.092
Thresh=0.0049, n=30, Recall: 0.719
Thresh=0.0049, n=30, F1 score: 0.163
Thresh=0.0049, n=30, AUROC score: 0.802
Thresh=0.0051, n=26, Accuracy: 0.863
Thresh=0.0051, n=26, Precision: 0.070
Thresh=0.0051, n=26, Recall: 0.625
Thresh=0.0051, n=26, F1 score: 0.126
Thresh=0.0051, n=26, AUROC score: 0.746
Thresh=0.0054, n=23, Accuracy: 0.885
Thresh=0.0054, n=23, Precision: 0.089
Thresh=0.0054, n=23, Recall: 0.688
Thresh=0.0054, n=23, F1 score: 0.158
Thresh=0.0054, n=23, AUROC score: 0.788
Thresh=0.0055, n=23, Accuracy: 0.881
Thresh=0.0055, n=23, Precision: 0.089
Thresh=0.0055, n=23, Recall: 0.719
Thresh=0.0055, n=23, F1 score: 0.159
Thresh=0.0055, n=23, AUROC score: 0.801
Thresh=0.0056, n=21, Accuracy: 0.870
Thresh=0.0056, n=21, Precision: 0.077
Thresh=0.0056, n=21, Recall: 0.656
Thresh=0.0056, n=21, F1 score: 0.137
Thresh=0.0056, n=21, AUROC score: 0.765
Thresh=0.0057, n=18, Accuracy: 0.859
Thresh=0.0057, n=18, Precision: 0.084
Thresh=0.0057, n=18, Recall: 0.812
Thresh=0.0057, n=18, F1 score: 0.153
Thresh=0.0057, n=18, AUROC score: 0.836
Thresh=0.0058, n=17, Accuracy: 0.870
Thresh=0.0058, n=17, Precision: 0.094
Thresh=0.0058, n=17, Recall: 0.844
Thresh=0.0058, n=17, F1 score: 0.170
Thresh=0.0058, n=17, AUROC score: 0.857
Thresh=0.0060, n=15, Accuracy: 0.817
Thresh=0.0060, n=15, Precision: 0.068
Thresh=0.0060, n=15, Recall: 0.844
Thresh=0.0060, n=15, F1 score: 0.126
Thresh=0.0060, n=15, AUROC score: 0.830
Thresh=0.0061, n=14, Accuracy: 0.878
Thresh=0.0061, n=14, Precision: 0.097
Thresh=0.0061, n=14, Recall: 0.812
Thresh=0.0061, n=14, F1 score: 0.173
Thresh=0.0061, n=14, AUROC score: 0.846
Thresh=0.0062, n=13, Accuracy: 0.877
Thresh=0.0062, n=13, Precision: 0.090
Thresh=0.0062, n=13, Recall: 0.750
Thresh=0.0062, n=13, F1 score: 0.161
Thresh=0.0062, n=13, AUROC score: 0.815
Thresh=0.0064, n=12, Accuracy: 0.878
Thresh=0.0064, n=12, Precision: 0.094
Thresh=0.0064, n=12, Recall: 0.781
Thresh=0.0064, n=12, F1 score: 0.167
Thresh=0.0064, n=12, AUROC score: 0.830
Thresh=0.0067, n=11, Accuracy: 0.826
Thresh=0.0067, n=11, Precision: 0.069
Thresh=0.0067, n=11, Recall: 0.812
Thresh=0.0067, n=11, F1 score: 0.128
Thresh=0.0067, n=11, AUROC score: 0.819
Thresh=0.0072, n=10, Accuracy: 0.878
Thresh=0.0072, n=10, Precision: 0.094
Thresh=0.0072, n=10, Recall: 0.781
Thresh=0.0072, n=10, F1 score: 0.168
Thresh=0.0072, n=10, AUROC score: 0.830
Thresh=0.0075, n=8, Accuracy: 0.864
Thresh=0.0075, n=8, Precision: 0.088
Thresh=0.0075, n=8, Recall: 0.812
Thresh=0.0075, n=8, F1 score: 0.158
Thresh=0.0075, n=8, AUROC score: 0.839
Thresh=0.0081, n=7, Accuracy: 0.876
Thresh=0.0081, n=7, Precision: 0.099
Thresh=0.0081, n=7, Recall: 0.844
Thresh=0.0081, n=7, F1 score: 0.176
Thresh=0.0081, n=7, AUROC score: 0.860
Thresh=0.0084, n=6, Accuracy: 0.889
Thresh=0.0084, n=6, Precision: 0.096
Thresh=0.0084, n=6, Recall: 0.719
Thresh=0.0084, n=6, F1 score: 0.169
Thresh=0.0084, n=6, AUROC score: 0.805
Thresh=0.0086, n=5, Accuracy: 0.890
Thresh=0.0086, n=5, Precision: 0.090
Thresh=0.0086, n=5, Recall: 0.656
Thresh=0.0086, n=5, F1 score: 0.158
Thresh=0.0086, n=5, AUROC score: 0.775
Thresh=0.0088, n=5, Accuracy: 0.831
Thresh=0.0088, n=5, Precision: 0.066
Thresh=0.0088, n=5, Recall: 0.750
Thresh=0.0088, n=5, F1 score: 0.122
Thresh=0.0088, n=5, AUROC score: 0.791
Thresh=0.0089, n=3, Accuracy: 0.967
Thresh=0.0089, n=3, Precision: 0.157
Thresh=0.0089, n=3, Recall: 0.250
Thresh=0.0089, n=3, F1 score: 0.193
Thresh=0.0089, n=3, AUROC score: 0.614
Thresh=0.0096, n=3, Accuracy: 0.967
Thresh=0.0096, n=3, Precision: 0.157
Thresh=0.0096, n=3, Recall: 0.250
Thresh=0.0096, n=3, F1 score: 0.193
Thresh=0.0096, n=3, AUROC score: 0.614
Thresh=0.0113, n=2, Accuracy: 0.972
Thresh=0.0113, n=2, Precision: 0.167
Thresh=0.0113, n=2, Recall: 0.188
Thresh=0.0113, n=2, F1 score: 0.176
Thresh=0.0113, n=2, AUROC score: 0.586
Thresh=0.0162, n=1, Accuracy: 0.984
Thresh=0.0162, n=1, Precision: 0.000
Thresh=0.0162, n=1, Recall: 0.000
Thresh=0.0162, n=1, F1 score: 0.000
Thresh=0.0162, n=1, AUROC score: 0.500
Thresh=0.0000, n=2086, Accuracy: 0.866
Thresh=0.0000, n=2086, Precision: 0.086
Thresh=0.0000, n=2086, Recall: 0.781
Thresh=0.0000, n=2086, F1 score: 0.155
Thresh=0.0000, n=2086, AUROC score: 0.824
Thresh=0.0001, n=509, Accuracy: 0.872
Thresh=0.0001, n=509, Precision: 0.095
Thresh=0.0001, n=509, Recall: 0.844
Thresh=0.0001, n=509, F1 score: 0.171
Thresh=0.0001, n=509, AUROC score: 0.858
Thresh=0.0002, n=504, Accuracy: 0.869
Thresh=0.0002, n=504, Precision: 0.091
Thresh=0.0002, n=504, Recall: 0.812
Thresh=0.0002, n=504, F1 score: 0.163
Thresh=0.0002, n=504, AUROC score: 0.841
Thresh=0.0003, n=497, Accuracy: 0.863
Thresh=0.0003, n=497, Precision: 0.090
Thresh=0.0003, n=497, Recall: 0.844
Thresh=0.0003, n=497, F1 score: 0.163
Thresh=0.0003, n=497, AUROC score: 0.854
Thresh=0.0004, n=481, Accuracy: 0.858
Thresh=0.0004, n=481, Precision: 0.087
Thresh=0.0004, n=481, Recall: 0.844
Thresh=0.0004, n=481, F1 score: 0.157
Thresh=0.0004, n=481, AUROC score: 0.851
Thresh=0.0005, n=462, Accuracy: 0.878
Thresh=0.0005, n=462, Precision: 0.100
Thresh=0.0005, n=462, Recall: 0.844
Thresh=0.0005, n=462, F1 score: 0.178
Thresh=0.0005, n=462, AUROC score: 0.861
Thresh=0.0006, n=423, Accuracy: 0.859
Thresh=0.0006, n=423, Precision: 0.085
Thresh=0.0006, n=423, Recall: 0.812
Thresh=0.0006, n=423, F1 score: 0.153
Thresh=0.0006, n=423, AUROC score: 0.836
Thresh=0.0007, n=398, Accuracy: 0.871
Thresh=0.0007, n=398, Precision: 0.089
Thresh=0.0007, n=398, Recall: 0.781
Thresh=0.0007, n=398, F1 score: 0.160
Thresh=0.0007, n=398, AUROC score: 0.827
Thresh=0.0008, n=363, Accuracy: 0.876
Thresh=0.0008, n=363, Precision: 0.099
Thresh=0.0008, n=363, Recall: 0.844
Thresh=0.0008, n=363, F1 score: 0.176
Thresh=0.0008, n=363, AUROC score: 0.860
Thresh=0.0009, n=344, Accuracy: 0.873
Thresh=0.0009, n=344, Precision: 0.096
Thresh=0.0009, n=344, Recall: 0.844
Thresh=0.0009, n=344, F1 score: 0.173
Thresh=0.0009, n=344, AUROC score: 0.859
Thresh=0.0010, n=327, Accuracy: 0.875
Thresh=0.0010, n=327, Precision: 0.095
Thresh=0.0010, n=327, Recall: 0.812
Thresh=0.0010, n=327, F1 score: 0.169
Thresh=0.0010, n=327, AUROC score: 0.844
Thresh=0.0011, n=294, Accuracy: 0.880
Thresh=0.0011, n=294, Precision: 0.101
Thresh=0.0011, n=294, Recall: 0.844
Thresh=0.0011, n=294, F1 score: 0.181
Thresh=0.0011, n=294, AUROC score: 0.862
Thresh=0.0012, n=275, Accuracy: 0.869
Thresh=0.0012, n=275, Precision: 0.088
Thresh=0.0012, n=275, Recall: 0.781
Thresh=0.0012, n=275, F1 score: 0.158
Thresh=0.0012, n=275, AUROC score: 0.826
Thresh=0.0013, n=253, Accuracy: 0.877
Thresh=0.0013, n=253, Precision: 0.099
Thresh=0.0013, n=253, Recall: 0.844
Thresh=0.0013, n=253, F1 score: 0.178
Thresh=0.0013, n=253, AUROC score: 0.861
Thresh=0.0014, n=234, Accuracy: 0.875
Thresh=0.0014, n=234, Precision: 0.095
Thresh=0.0014, n=234, Recall: 0.812
Thresh=0.0014, n=234, F1 score: 0.170
Thresh=0.0014, n=234, AUROC score: 0.844
Thresh=0.0015, n=224, Accuracy: 0.879
Thresh=0.0015, n=224, Precision: 0.100
Thresh=0.0015, n=224, Recall: 0.844
Thresh=0.0015, n=224, F1 score: 0.179
Thresh=0.0015, n=224, AUROC score: 0.861
Thresh=0.0016, n=216, Accuracy: 0.877
Thresh=0.0016, n=216, Precision: 0.102
Thresh=0.0016, n=216, Recall: 0.875
Thresh=0.0016, n=216, F1 score: 0.183
Thresh=0.0016, n=216, AUROC score: 0.876
Thresh=0.0017, n=203, Accuracy: 0.874
Thresh=0.0017, n=203, Precision: 0.097
Thresh=0.0017, n=203, Recall: 0.844
Thresh=0.0017, n=203, F1 score: 0.174
Thresh=0.0017, n=203, AUROC score: 0.859
Thresh=0.0018, n=194, Accuracy: 0.878
Thresh=0.0018, n=194, Precision: 0.103
Thresh=0.0018, n=194, Recall: 0.875
Thresh=0.0018, n=194, F1 score: 0.184
Thresh=0.0018, n=194, AUROC score: 0.876
Thresh=0.0019, n=185, Accuracy: 0.871
Thresh=0.0019, n=185, Precision: 0.098
Thresh=0.0019, n=185, Recall: 0.875
Thresh=0.0019, n=185, F1 score: 0.176
Thresh=0.0019, n=185, AUROC score: 0.873
Thresh=0.0020, n=175, Accuracy: 0.876
Thresh=0.0020, n=175, Precision: 0.096
Thresh=0.0020, n=175, Recall: 0.812
Thresh=0.0020, n=175, F1 score: 0.171
Thresh=0.0020, n=175, AUROC score: 0.845
Thresh=0.0021, n=160, Accuracy: 0.874
Thresh=0.0021, n=160, Precision: 0.097
Thresh=0.0021, n=160, Recall: 0.844
Thresh=0.0021, n=160, F1 score: 0.174
Thresh=0.0021, n=160, AUROC score: 0.859
Thresh=0.0022, n=154, Accuracy: 0.872
Thresh=0.0022, n=154, Precision: 0.093
Thresh=0.0022, n=154, Recall: 0.812
Thresh=0.0022, n=154, F1 score: 0.166
Thresh=0.0022, n=154, AUROC score: 0.843
Thresh=0.0023, n=147, Accuracy: 0.871
Thresh=0.0023, n=147, Precision: 0.095
Thresh=0.0023, n=147, Recall: 0.844
Thresh=0.0023, n=147, F1 score: 0.171
Thresh=0.0023, n=147, AUROC score: 0.858
Thresh=0.0024, n=142, Accuracy: 0.879
Thresh=0.0024, n=142, Precision: 0.094
Thresh=0.0024, n=142, Recall: 0.781
Thresh=0.0024, n=142, F1 score: 0.168
Thresh=0.0024, n=142, AUROC score: 0.831
Thresh=0.0025, n=135, Accuracy: 0.870
Thresh=0.0025, n=135, Precision: 0.097
Thresh=0.0025, n=135, Recall: 0.875
Thresh=0.0025, n=135, F1 score: 0.175
Thresh=0.0025, n=135, AUROC score: 0.873
Thresh=0.0026, n=126, Accuracy: 0.850
Thresh=0.0026, n=126, Precision: 0.083
Thresh=0.0026, n=126, Recall: 0.844
Thresh=0.0026, n=126, F1 score: 0.150
Thresh=0.0026, n=126, AUROC score: 0.847
Thresh=0.0027, n=118, Accuracy: 0.862
Thresh=0.0027, n=118, Precision: 0.087
Thresh=0.0027, n=118, Recall: 0.812
Thresh=0.0027, n=118, F1 score: 0.157
Thresh=0.0027, n=118, AUROC score: 0.838
Thresh=0.0028, n=113, Accuracy: 0.856
Thresh=0.0028, n=113, Precision: 0.086
Thresh=0.0028, n=113, Recall: 0.844
Thresh=0.0028, n=113, F1 score: 0.156
Thresh=0.0028, n=113, AUROC score: 0.850
Thresh=0.0029, n=107, Accuracy: 0.854
Thresh=0.0029, n=107, Precision: 0.082
Thresh=0.0029, n=107, Recall: 0.812
Thresh=0.0029, n=107, F1 score: 0.149
Thresh=0.0029, n=107, AUROC score: 0.834
Thresh=0.0030, n=104, Accuracy: 0.858
Thresh=0.0030, n=104, Precision: 0.084
Thresh=0.0030, n=104, Recall: 0.812
Thresh=0.0030, n=104, F1 score: 0.152
Thresh=0.0030, n=104, AUROC score: 0.835
Thresh=0.0031, n=100, Accuracy: 0.861
Thresh=0.0031, n=100, Precision: 0.083
Thresh=0.0031, n=100, Recall: 0.781
Thresh=0.0031, n=100, F1 score: 0.150
Thresh=0.0031, n=100, AUROC score: 0.822
Thresh=0.0032, n=96, Accuracy: 0.860
Thresh=0.0032, n=96, Precision: 0.085
Thresh=0.0032, n=96, Recall: 0.812
Thresh=0.0032, n=96, F1 score: 0.154
Thresh=0.0032, n=96, AUROC score: 0.836
Thresh=0.0033, n=92, Accuracy: 0.855
Thresh=0.0033, n=92, Precision: 0.083
Thresh=0.0033, n=92, Recall: 0.812
Thresh=0.0033, n=92, F1 score: 0.150
Thresh=0.0033, n=92, AUROC score: 0.834
Thresh=0.0034, n=88, Accuracy: 0.851
Thresh=0.0034, n=88, Precision: 0.083
Thresh=0.0034, n=88, Recall: 0.844
Thresh=0.0034, n=88, F1 score: 0.151
Thresh=0.0034, n=88, AUROC score: 0.847
Thresh=0.0035, n=79, Accuracy: 0.839
Thresh=0.0035, n=79, Precision: 0.075
Thresh=0.0035, n=79, Recall: 0.812
Thresh=0.0035, n=79, F1 score: 0.137
Thresh=0.0035, n=79, AUROC score: 0.826
Thresh=0.0036, n=76, Accuracy: 0.852
Thresh=0.0036, n=76, Precision: 0.078
Thresh=0.0036, n=76, Recall: 0.781
Thresh=0.0036, n=76, F1 score: 0.142
Thresh=0.0036, n=76, AUROC score: 0.817
Thresh=0.0038, n=69, Accuracy: 0.851
Thresh=0.0038, n=69, Precision: 0.078
Thresh=0.0038, n=69, Recall: 0.781
Thresh=0.0038, n=69, F1 score: 0.142
Thresh=0.0038, n=69, AUROC score: 0.817
Thresh=0.0039, n=65, Accuracy: 0.853
Thresh=0.0039, n=65, Precision: 0.079
Thresh=0.0039, n=65, Recall: 0.781
Thresh=0.0039, n=65, F1 score: 0.143
Thresh=0.0039, n=65, AUROC score: 0.818
Thresh=0.0040, n=59, Accuracy: 0.853
Thresh=0.0040, n=59, Precision: 0.079
Thresh=0.0040, n=59, Recall: 0.781
Thresh=0.0040, n=59, F1 score: 0.143
Thresh=0.0040, n=59, AUROC score: 0.818
Thresh=0.0041, n=56, Accuracy: 0.883
Thresh=0.0041, n=56, Precision: 0.097
Thresh=0.0041, n=56, Recall: 0.781
Thresh=0.0041, n=56, F1 score: 0.173
Thresh=0.0041, n=56, AUROC score: 0.833
Thresh=0.0042, n=52, Accuracy: 0.873
Thresh=0.0042, n=52, Precision: 0.091
Thresh=0.0042, n=52, Recall: 0.781
Thresh=0.0042, n=52, F1 score: 0.162
Thresh=0.0042, n=52, AUROC score: 0.828
Thresh=0.0043, n=48, Accuracy: 0.868
Thresh=0.0043, n=48, Precision: 0.087
Thresh=0.0043, n=48, Recall: 0.781
Thresh=0.0043, n=48, F1 score: 0.157
Thresh=0.0043, n=48, AUROC score: 0.826
Thresh=0.0044, n=44, Accuracy: 0.871
Thresh=0.0044, n=44, Precision: 0.089
Thresh=0.0044, n=44, Recall: 0.781
Thresh=0.0044, n=44, F1 score: 0.160
Thresh=0.0044, n=44, AUROC score: 0.827
Thresh=0.0046, n=40, Accuracy: 0.866
Thresh=0.0046, n=40, Precision: 0.086
Thresh=0.0046, n=40, Recall: 0.781
Thresh=0.0046, n=40, F1 score: 0.155
Thresh=0.0046, n=40, AUROC score: 0.824
Thresh=0.0047, n=36, Accuracy: 0.874
Thresh=0.0047, n=36, Precision: 0.091
